id,name,price,roastery,country,process,product_url,description,blend,decaf,gesha,price_per_gram
59,★세일★ 과테말라 안티구아 SHB 마르가리타,16100,알마씨엘로,과테말라,워시드,https://www.almacielo.com/shop/detail.php?pno=A8BAA56554F96369AB93E4F3BB068C22&amp;rURL=https%3A%2F%2Fwww.almacielo.com%2Fcontent%2Fcontent.php%3Fcont%3Dsimpleorder&amp;ctype=1&amp;cno1=,품종: CATURRA BOURBON,False,False,False,16.1
907,온두라스 코판 SHG EP 워시드,16100,더블유빈,온두라스,Washed,https://www.wbeans.com/goods/goods_view.php?goodsNo=1000008881,품종: Ihcafe 90Lempira,False,False,False,16.1
1077,"India ""Specialty"" Mysore Nugget Extra Bold- 인도 아라비카 스페셜티 마이소르 너겟",16000,레헴코리아,인도,워시드,https://rnccoffee.kr/product/detail.html?product_no=120,"품종: Kent, Cauvery, S-795, S-9",False,False,False,16.0
1460,신규입고 Papua new guinea Sigri A 파푸아 뉴기니 시그리A,16000,레헴코리아,파푸아뉴기니,워시드,https://rnccoffee.kr/product/detail.html?product_no=62,품종: Typica,False,False,False,16.0
810,라오스 아라비카 볼라벤 G1 Scr 16up 워시드,16000,소펙스코리아,라오스,Washed,https://sopexkorea.com/product/detail.html?product_no=1316,"품종: Typica, Bourbon",False,False,False,16.0
298,르완다 무지나,16000,커피리브레,르완다,워시드 Washed,https://coffeelibre.kr/product/detail.html?product_no=7180&amp;cate_no=56&amp;display_group=1,품종: 부르봉 Bourbon,False,False,False,16.0
815,브라질 모지아나 파인컵 NY2 Scr 17/18 내츄럴,16000,소펙스코리아,브라질,Natural,https://sopexkorea.com/product/detail.html?product_no=991,"품종: Mundo Novo, Catuai",False,False,False,16.0
956,브라질 몬테 벨로 옐로우버본 FC SC16UP 펄프드내추럴 Brazil,16000,블레스빈,브라질,펄프드 내추럴 Pulped Natural,https://blessbean.co.kr/shop/item.php?it_id=BR-YFCU001,품종: 옐로우 버번 Yellow Bourbon,False,False,False,16.0
816,브라질 산토스 파인컵 NY2 Scr 17/18 내츄럴,16000,소펙스코리아,브라질,Natural,https://sopexkorea.com/product/detail.html?product_no=988,"품종: Mundo Novo, Icatu, Bourbon, Catuai",False,False,False,16.0
817,브라질 세하도 파인컵 NY2 Scr 17/18 내츄럴,16000,소펙스코리아,브라질,Natural,https://sopexkorea.com/product/detail.html?product_no=989,"품종: Mundo Novo, Bourbon, Catuai",False,False,False,16.0
906,온두라스 산 비센테 SHG EP 워시드,16000,더블유빈,온두라스,Washed,https://www.wbeans.com/goods/goods_view.php?goodsNo=1000008429,"품종: Catuai, Ihcafe90. Etc",False,False,False,16.0
972,온두라스 코판 SHG EP 워시드 Honduras,16000,블레스빈,온두라스,워시드 washed,https://blessbean.co.kr/shop/item.php?it_id=HN-CSGW001,"품종: 버번 Bourbon, 카투라 Caturra ,카투아이 Catai",False,False,False,16.0
15,브라질 산토스 NY2 FC,15900,알마씨엘로,브라질,내추럴,https://www.almacielo.com/shop/detail.php?pno=3EF815416F775098FE977004015C6193&amp;rURL=https%3A%2F%2Fwww.almacielo.com%2Fcontent%2Fcontent.php%3Fcont%3Dsimpleorder&amp;ctype=1&amp;cno1=,품종: RED CATUAI,False,False,False,15.9
16,브라질 세라도 NY2 FC,15900,알마씨엘로,브라질,내추럴,https://www.almacielo.com/shop/detail.php?pno=38B3EFF8BAF56627478EC76A704E9B52&amp;rURL=https%3A%2F%2Fwww.almacielo.com%2Fcontent%2Fcontent.php%3Fcont%3Dsimpleorder&amp;ctype=1&amp;cno1=,품종: RED CATUAI,False,False,False,15.9
1090,아마호로 프리미엄 커머셜 워시드 키부,15900,세웅지씨,르완다,워시드,https://www.sewoonggc.com:443/shop/item.php?it_id=1759317870,,False,False,False,15.9
1329,엘도라도 피그 쳐트니,15900,세웅지씨,브라질,,https://www.sewoonggc.com:443/shop/item.php?it_id=1711012609,,False,False,False,15.9
659,CA-01,15800,카페노갈레스,콜롬비아,Washed,https://www.cafenogales.co.kr/product/CA01-2026,품종: 다수 품종 혼합,False,False,False,15.8
110,★세일★ 탄자니아 아이사이소 AA,15800,알마씨엘로,탄자니아,,https://www.almacielo.com/shop/detail.php?pno=52947E0ADE57A09E4A1386D08F17B656&amp;rURL=https%3A%2F%2Fwww.almacielo.com%2Fcontent%2Fcontent.php%3Fcont%3Dsimpleorder&amp;ctype=1&amp;cno1=,,False,False,False,15.8
1096,노스 AA 키아라,15800,세웅지씨,탄자니아,,https://www.sewoonggc.com:443/shop/item.php?it_id=1580448645,,False,False,False,15.8
889,브라질 모지아나 파인컵 NY2 16UP 내추럴,15800,더블유빈,브라질,Natural,https://www.wbeans.com/goods/goods_view.php?goodsNo=1000009007,품종: Mundo NovoRed Catuai,False,False,False,15.8
880,브라질 세하도 NY2,15800,더드립,브라질,Natural,https://www.thedripmall.com/goods/goods_view.php?goodsNo=1000001074,"품종: Catuai, Mondo Novo",False,False,False,15.8
1140,코케허니 내추럴 G2,15800,세웅지씨,에티오피아,허니,https://www.sewoonggc.com:443/shop/item.php?it_id=1737708987,,False,False,False,15.8
31,콜롬비아 라 팔메라 워시드 수프리모,15800,알마씨엘로,콜롬비아,워시드,https://www.almacielo.com/shop/detail.php?pno=1415DB70FE9DDB119E23E9B2808CDE38&amp;rURL=https%3A%2F%2Fwww.almacielo.com%2Fcontent%2Fcontent.php%3Fcont%3Dsimpleorder&amp;ctype=1&amp;cno1=,품종: CATURRA / CASTILLO,False,False,False,15.8
1357,콜롬비아 크래프트 엘 마르셀로 카스티죠 워시드 롱,15800,세웅지씨,콜롬비아,워시드,https://www.sewoonggc.com:443/shop/item.php?it_id=10720,,False,False,False,15.8
691,부룬디 엔고지 바비에위,15700,로열커피,부룬디,워시드,https://royalcoffeekorea.co.kr/goods/goods_view.php?goodsNo=1731,품종: 버번,False,False,False,15.7
888,브라질 세하도 파인컵 NY2/17-18 내추럴,15700,더블유빈,브라질,Natural,https://www.wbeans.com/goods/goods_view.php?goodsNo=1000007526,품종: Mundo Novo. Etc,False,False,False,15.7
1316,프리마베라 옐로우 카투아이 내추럴,15700,세웅지씨,브라질,내추럴,https://www.sewoonggc.com:443/shop/item.php?it_id=1731917588,,False,False,False,15.7
1056,Ethiopia Sidamo G4 LATA 에티오피아 시다모 G4 라타 내추럴,15600,레헴코리아,에티오피아,내추럴,https://rnccoffee.kr/product/detail.html?product_no=47,품종: Ethiopia heirloom and Typica,False,False,False,15.6
67,★세일★ 온두라스 라 플로르 SHG EP,15600,알마씨엘로,온두라스,워시드,https://www.almacielo.com/shop/detail.php?pno=9E984C108157CEA74C894B5CF34EFC44&amp;rURL=https%3A%2F%2Fwww.almacielo.com%2Fcontent%2Fcontent.php%3Fcont%3Dsimpleorder&amp;ctype=1&amp;cno1=,"품종: CATURRA, CATUAI 외",False,False,False,15.6
40,★세일★ 콜롬비아 엘 모뉴멘토,15600,알마씨엘로,콜롬비아,워시드,https://www.almacielo.com/shop/detail.php?pno=DC5C768B5DC76A084531934B34601977&amp;rURL=https%3A%2F%2Fwww.almacielo.com%2Fcontent%2Fcontent.php%3Fcont%3Dsimpleorder&amp;ctype=1&amp;cno1=,품종: CATURRA CASTILLO COLOMBIA,False,False,False,15.6
813,브라질 모지아나 파인컵 NY2/3 Scr 14/16 내츄럴,15600,소펙스코리아,브라질,Natural,https://sopexkorea.com/product/detail.html?product_no=1343,"품종: Mundo Novo, Catuai",False,False,False,15.6
887,브라질 산토스 굿컵 NY2 16UP 내추럴,15600,더블유빈,브라질,Natural,https://www.wbeans.com/goods/goods_view.php?goodsNo=1000007525,품종: Mundo novoCatuai. Etc,False,False,False,15.6
814,브라질 세하도 파인컵 NY2/3 Scr 14/16 내츄럴,15600,소펙스코리아,브라질,Natural,https://sopexkorea.com/product/detail.html?product_no=993,"품종: Mundo Novo, Bourbon, Catuai",False,False,False,15.6
17,브라질 술데미나스 내추럴 NY2 FC,15600,알마씨엘로,브라질,내추럴,https://www.almacielo.com/shop/detail.php?pno=E8D92F99EDD25E2CEF48ECA48320A1A5&amp;rURL=https%3A%2F%2Fwww.almacielo.com%2Fcontent%2Fcontent.php%3Fcont%3Dsimpleorder&amp;ctype=1&amp;cno1=,품종: RED CATUAI,False,False,False,15.6
767,에티오피아 예가체프 G4 내츄럴,15600,소펙스코리아,에티오피아,Natural,https://sopexkorea.com/product/detail.html?product_no=571,품종: Mixed Heirloom,False,False,False,15.6
886,브라질 세하도 파인컵 NY2/3 14-16 내추럴,15500,더블유빈,브라질,Natural,https://www.wbeans.com/goods/goods_view.php?goodsNo=1000009336,품종: Mundo Novo. Etc,False,False,False,15.5
685,블랙슈가넛 펄프드 내추럴_돌체 텐저린,15500,오로미아,브라질,펄프드 내추럴,https://www.oromia.kr/shop/item.php?it_id=09-LBB,,False,False,False,15.5
913,에티오피아 시다모 G4 내추럴,15500,더블유빈,에티오피아,Natural,https://www.wbeans.com/goods/goods_view.php?goodsNo=1000008779,품종: Heirloom,False,False,False,15.5
766,에티오피아 시다모 G4 내츄럴,15500,소펙스코리아,에티오피아,Natural,https://sopexkorea.com/product/detail.html?product_no=820,품종: Mixed Heirloom,False,False,False,15.5
1466,신규입고 인도 아자드 힌드 CxR 2026,15500,커피리브레,인도,워시드 Washed,https://coffeelibre.kr/product/detail.html?product_no=7824&amp;cate_no=56&amp;display_group=1,품종: CxR (로부스타 교배종),False,False,False,15.5
588,인도 카피로얄 AA,15500,엠아이커피,인도,Fully Washed,https://www.micoffee.co.kr/goods/goods_view.php?goodsNo=1000000724,품종: Robusta,False,False,False,15.5
939,에티오피아 예가체프 G4 내추럴 Ethiopia,15400,블레스빈,에티오피아,내추럴 Natural,https://blessbean.co.kr/shop/item.php?it_id=ET-YG4N001,품종: 에어룸 Heirloom,False,False,False,15.4
1428,★세일★ 과테말라 라바 돌체 SHB,15300,알마씨엘로,과테말라,워시드,https://www.almacielo.com/shop/detail.php?pno=64F1F27BF1B4EC22924FD0ACB550C235&amp;rURL=https%3A%2F%2Fwww.almacielo.com%2Fcontent%2Fcontent.php%3Fcont%3Dsimpleorder&amp;ctype=1&amp;cno1=,"품종: BOURBON, CATURRA, CATUAI",False,False,False,15.3
